Restaurant_Name,Country Code,City,Address,Locality,Locality Verbose,lon,lat,cost_for_two,Currency,Has Table booking,Has Online delivery,Is delivering now,Switch to order menu,Price_Range,Rating,Rating color,Review,Votes
Souza Lobo,1,Goa,"Calangute Beach, Calangute, Goa","Calangute Beach, Calangute","Calangute Beach, Calangute, Goa",73.75573611,15.54441944,1300,Indian Rupees(Rs.),No,No,No,No,4,4,Green,Very Good,918
Game n Grillz,1,Gurgaon,"Near ITM University, Sector 23-A, Sector 23, Gurgaon",Sector 23,"Sector 23, Gurgaon",77.051885,28.5046578,850,Indian Rupees(Rs.),Yes,No,No,No,2,3,Yellow,Good,169
Fabelle Chocolate Boutique - ITC Maurya,1,New Delhi,"ITC Maurya, Chanakyapuri, New Delhi","ITC Maurya, Chanakyapuri","ITC Maurya, Chanakyapuri, New Delhi",77.1735895,28.5974082,1200,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,20
Sahara Restaurant,1,New Delhi,"F-94, Katwaria Sarai, Near Panchayat Ghar, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.1863386,28.5418908,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Chini Bowl,1,Gurgaon,"1st Floor, Essel Towers, MG Road, Gurgaon",MG Road,"MG Road, Gurgaon",77.0761927,28.476072,800,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,15
44 Grills,1,Noida,"Street 3, Sector 44, Noida",Sector 44,"Sector 44, Noida",77.339363,28.554041,500,Indian Rupees(Rs.),No,Yes,No,No,2,0,White,Not rated,0
Midnight Hunger Hub,1,New Delhi,"Janakpuri, New Delhi",Janakpuri,"Janakpuri, New Delhi",77.0900756,28.6122787,800,Indian Rupees(Rs.),No,Yes,Yes,No,2,4,Dark Green,Excellent,50
Momos House,1,New Delhi,"G-130, Sudarshan Cinema Road, Yusuf Sarai, New Delhi",Yusuf Sarai,"Yusuf Sarai, New Delhi",77.2101563,28.5619163,350,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Barbeque Nation,1,Chandigarh,"SCO 39, Madhya Marg, Sector 26, Chandigarh",Sector 26,"Sector 26, Chandigarh",76.8051917,30.7257045,1300,Indian Rupees(Rs.),No,No,No,No,3,4,Dark Green,Excellent,1450
Eden Kitchen & Bar,1,Noida,"Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.3646089,28.5973057,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,3,Orange,Average,129
Konomi - Trident Gurgaon,1,Gurgaon,"Trident, 443, Phase 5, Udyog Vihar, Gurgaon","Trident, Udyog Vihar","Trident, Udyog Vihar, Gurgaon",77.0867995,28.5022869,3000,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,27
Kukkad Nukkad,1,New Delhi,"2515, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2040656,28.6955226,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,12
Lucky Corner Shop,1,New Delhi,"2418, Hudson Lane, GTB Nagar, New Delhi",GTB Nagar,"GTB Nagar, New Delhi",77.2048186,28.6961012,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
P.F. Chang's,214,Abu Dhabi,"Level 1, World Trade Center Mall, Central Market, Al Markaziya, Abu Dhabi","World Trade Center Mall, Al Markaziya","World Trade Center Mall, Al Markaziya, Abu Dhabi",54.35782894,24.48761082,250,Emirati Diram(AED),No,No,No,No,4,4,Green,Very Good,435
Somang House Restaurant,1,New Delhi,"4, Somang Complex, New Aruna Nagar, Majnu ka Tila, New Delhi",Majnu ka Tila,"Majnu ka Tila, New Delhi",77.2278966,28.7008275,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Hot Wok,1,New Delhi,"Gate 1, BC Block, Near Fortis Hospital, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.165004,28.7147586,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Khera's Foodie Corner,1,New Delhi,"5/186, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",0.0,0.0,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Shepherd's,1,New Delhi,"E 778, Market 2, Chittaranjan Park, New Delhi",Chittaranjan Park,"Chittaranjan Park, New Delhi",0.0,0.0,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
New Gaurav Dhaba,1,New Delhi,"New Mangalapuri, MG Road, New Delhi",MG Road,"MG Road, New Delhi",77.1682117,28.5020291,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Fish Streat,94,Jakarta,"Jl. Tanjung Duren Utara III, Blok M Kav. 32, Tanjung Duren, Jakarta",Tanjung Duren,"Tanjung Duren, Jakarta",0.0,0.0,100000,Indonesian Rupiah(IDR),No,No,No,No,3,3,Orange,Average,152
Orchid - Fortune Select Global,1,Gurgaon,"Fortune Select Global, Global Arcade, MG Road, Gurgaon","Fortune Select Global, MG Road","Fortune Select Global, MG Road, Gurgaon",77.1031649,28.4818475,2500,Indian Rupees(Rs.),Yes,No,No,No,4,2,Orange,Average,20
Taste Drive,1,New Delhi,"Pacific Mall, Near Kids Zone, Tagore Garden, New Delhi",Tagore Garden,"Tagore Garden, New Delhi",77.1069062,28.6418012,250,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,21
Gola Sizzlers,1,Gurgaon,"SCO 39, Main Market, Sector 29, Gurgaon",Sector 29,"Sector 29, Gurgaon",77.063417,28.4683943,1500,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,853
Adyar Ananda Bhavan,1,New Delhi,"18/1, Arya Samaj Road, Karol Bagh, New Delhi",Karol Bagh,"Karol Bagh, New Delhi",77.1952884,28.646476,500,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,39
Subway,1,New Delhi,"G 8, West End Mall, District Centre, Janakpuri, New Delhi","West End Mall, Janak Puri","West End Mall, Janak Puri, New Delhi",77.0795544,28.6301884,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Red,Poor,152
New Raja Sweets,1,New Delhi,"A 140, Gandhi Nagar, Hari Nagar, Mayapuri Phase 2, New Delhi",Mayapuri Phase 2,"Mayapuri Phase 2, New Delhi",77.1144456,28.6258469,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,18
NYC.PIE,1,New Delhi,"Main Market, Defence Colony, New Delhi",Defence Colony,"Defence Colony, New Delhi",77.2303467,28.5729411,900,Indian Rupees(Rs.),Yes,Yes,No,No,2,3,Yellow,Good,306
Bawarchi,1,New Delhi,"1, Local Shopping Complex, Derawala Nagar, Gujranwala Town, New Delhi",Gujranwala Town,"Gujranwala Town, New Delhi",77.192054,28.6989226,600,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,35
Pandey Ji Restaurant,1,New Delhi,"F-226, Katwaria Sarai, Qutab Institutional Area, New Delhi",Qutab Institutional Area,"Qutab Institutional Area, New Delhi",77.18608741,28.54186954,150,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Moti Mahal Delux,1,New Delhi,"La-Sapphire Hotel, A-23, NH 8, Mahipalpur, New Delhi",Mahipalpur,"Mahipalpur, New Delhi",77.1252807,28.5472115,800,Indian Rupees(Rs.),Yes,No,No,No,2,3,Orange,Average,22
Kamal Chicken,1,New Delhi,"J-15, Partap Nagar, Near Pratap Nagar Metro Station, Kamla Nagar, New Delhi",Kamla Nagar,"Kamla Nagar, New Delhi",77.196097,28.6689477,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Twenty Four Seven,1,New Delhi,"Jai Sai Motors, Indian Oil Petrol Pump, Near Hotel Crowne Plaza, Okhla Phase 1, New Delhi",Okhla Phase 1,"Okhla Phase 1, New Delhi",77.2729071,28.5275256,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Giani's,1,New Delhi,"2nd Floor, Moments Mall, Kirti Nagar, New Delhi","Moments Mall, Kirti Nagar","Moments Mall, Kirti Nagar, New Delhi",77.146642,28.6568212,400,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,33
A Pizza House,1,New Delhi,"Shop 10, A2, Paschim Vihar, New Delhi",Paschim Vihar,"Paschim Vihar, New Delhi",77.1029262,28.6726853,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,38
Rocomamas,189,Cape Town,"107a Main Road, Green Point, Cape Town",Green Point,"Green Point, Cape Town",18.409153,-33.907776,250,Rand(R),No,No,No,No,3,3,Yellow,Good,131
Wow! Momo,1,New Delhi,"289, Opposite Venkateshwar College, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1691141,28.5887241,350,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,154
Pind Bawarchi,1,Gurgaon,"Shop 4 & 5, Huda Market, Sector 14, Gurgaon",Sector 14,"Sector 14, Gurgaon",77.0482744,28.4728921,600,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,8
Ginnis Oven,1,Noida,"E-18-A, Sector 8, Noida",Sector 8,"Sector 8, Noida",77.3246524,28.5963721,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,9
Bodensee,216,Gainesville,"64 Munich Strasse, Helen, GA 30545",Helen,"Helen, Gainesville",-83.727741,34.701594,40,Dollar($),No,No,No,No,3,3,Yellow,Good,114
Caffe 9,1,New Delhi,"P-15, Connaught Place, New Delhi",Connaught Place,"Connaught Place, New Delhi",77.2162198,28.6324389,2000,Indian Rupees(Rs.),Yes,Yes,No,No,4,4,Green,Very Good,961
Chulha,1,Gurgaon,"346-A, Jade Villas, H Block, Opposite Gold's Gym,  Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",0.0,0.0,500,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,0
Dhaba NH10,1,New Delhi,"E 53, Camp 2, Nangloi, New Delhi",Nangloi,"Nangloi, New Delhi",0.0,0.0,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Gopala,1,New Delhi,"C31, Main Market, Near HDFC Bank, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2111963,28.5364161,250,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,45
Nibs Cafe,1,Jaipur,"B-16 Durgadas Colony, Next to MGF Mall, Bhawani Singh Road, C Scheme, Jaipur",C Scheme,"C Scheme, Jaipur",75.7942573,26.9023283,750,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,389
Pizza ï¿½ï¿½ Bessa,30,Brasï¿½_lia,"SCS 214, Bloco C, Loja 40, Asa Sul, Brasï¿½_lia",Asa Sul,"Asa Sul, Brasï¿½_lia",-47.91566667,-15.83116667,50,Brazilian Real(R$),No,No,No,No,2,3,Orange,Average,11
The Burger Chef,1,Gurgaon,"C Block, Sector 52, Ardee City, Gurgaon",Ardee City,"Ardee City, Gurgaon",77.0756612,28.4419493,350,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Kobe Hibachi & Sushi,216,Dalton,"2603 Battlefield Pkwy, Fort Oglethorpe, GA 30742",Fort Oglethorpe,"Fort Oglethorpe, Dalton",-85.2229101,34.9428786,25,Dollar($),No,No,No,No,2,4,Dark Green,Excellent,214
The Living Room - The Westin Sohna Resort & Spa,1,Gurgaon,"The Westin Sohna Resort & Spa, Vatika Complex, P O Daula, Karanki Road, Sohna Road, Gurgaon","The Westin Sohna Resort & Spa, Sohna Road","The Westin Sohna Resort & Spa, Sohna Road, Gurgaon",77.1427506,28.2393668,3000,Indian Rupees(Rs.),No,No,No,No,4,3,Yellow,Good,45
Sunny Kebab Wala,1,New Delhi,"Shop 94, Block J, Beri Wala Bagh, Near Sarvodya Bal Vidyalaya, Subhash Nagar, New Delhi",Subhash Nagar,"Subhash Nagar, New Delhi",77.1137736,28.6341779,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Subway,1,Gurgaon,"J-1, Qutab Plaza, DLF Phase 1, Gurgaon","Qutab Plaza, DLF Phase 1","Qutab Plaza, DLF Phase 1, Gurgaon",77.1024003,28.4715582,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,92
Spice Studio,1,New Delhi,"Shop 17/38, Near Geeta Apartments, Geeta Colony, New Delhi",Geeta Colony,"Geeta Colony, New Delhi",0.0,0.0,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Alkakori Alkauser,1,New Delhi,"30, Vasant Place Market, Near Malai Temple, R K Puram, New Delhi",R K Puram,"R K Puram, New Delhi",77.1672392,28.5651411,800,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,629
Sorrento - Shangri-La's - Eros Hotel,1,New Delhi,"Shangri-La's Eros Hotel, 19, Ashoka Road, Janpath, New Delhi","Shangri La's - Eros hotel, Janpath","Shangri La's - Eros hotel, Janpath, New Delhi",77.2177468,28.6207574,5000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Yellow,Good,66
Massi's Kitchen,1,New Delhi,"494, Ganesh Nagar 2, Pandav Nagar, New Delhi",Pandav Nagar,"Pandav Nagar, New Delhi",77.2857811,28.6238533,200,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Mama Dhaba,1,New Delhi,"D-137, Gautam Nagar, Near Hauz Khas, New Delhi",Hauz Khas,"Hauz Khas, New Delhi",77.2091679,28.560378,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,8
Firangi Island,1,New Delhi,"62, Rama Road, Kirti Nagar, New Delhi",Kirti Nagar,"Kirti Nagar, New Delhi",77.1519824,28.6575383,1200,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,21
Sadda Taste,1,Noida,"Sector 27, Noida",Sector 27,"Sector 27, Noida",77.32803628,28.57187929,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,12
Zune - Piccadily Hotel,1,New Delhi,"Piccadily Hotel, District Center Complex, Janakpuri, New Delhi","Piccadily Hotel, Janakpuri","Piccadily Hotel, Janakpuri, New Delhi",77.079438,28.6295053,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2,Orange,Average,67
Ritz Classic,1,Goa,"1st Floor, Vagle Vision, 18th June Road, Panaji, Goa",Panaji,"Panaji, Goa",73.82691111,15.49860278,600,Indian Rupees(Rs.),No,No,No,No,3,4,Dark Green,Excellent,840
Kings Kulfi,1,New Delhi,"Lower Ground Floor, Pacific Mall, Tagore Garden, New Delhi","Pacific Mall, Tagore Garden","Pacific Mall, Tagore Garden, New Delhi",77.1059749,28.6425056,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,18
Bhimsain's Bengali Sweet House,1,New Delhi,"4, Kundan House, Near Overseas Bank, Nehru Place, New Delhi",Nehru Place,"Nehru Place, New Delhi",77.2515162,28.5478786,450,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,4
Haji Mohd. Hussain,1,New Delhi,"113, Matia Mahal Road, Bazaar Matia Mahal, Jama Masjid, New Delhi",Jama Masjid,"Jama Masjid, New Delhi",77.2336085,28.6489324,300,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,22
The Junkyard Cafï¿½ï¿½,1,New Delhi,"2nd & 3rd Floor, J-2/12 BK Dutt Market, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1195347,28.6473261,1400,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,305
Maison Des Desserts,1,New Delhi,"T-49, Hauz Khas Village, New Delhi",Hauz Khas Village,"Hauz Khas Village, New Delhi",77.1941291,28.5534325,1200,Indian Rupees(Rs.),No,Yes,No,No,3,3,Yellow,Good,552
Eleven Course,1,New Delhi,"NDM 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1502689,28.6907955,1650,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,537
Goose Feathers Cafe and Bakery,216,Savannah,"39 Barnard St, Savannah, GA 31401",Savannah,"Savannah, Savannah",-81.0941,32.0801,10,Dollar($),No,No,No,No,1,4,Green,Very Good,680
Capital Grill,1,New Delhi,"A-4, Vishal Enclave, Rajouri Garden, New Delhi",Rajouri Garden,"Rajouri Garden, New Delhi",77.1190895,28.64799,1650,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Yellow,Good,316
Kuuraku,1,Gurgaon,"Ground Floor, Global Foyer Mall, Golf Course Road, Gurgaon","Global Foyer Mall, Golf Course Road","Global Foyer Mall, Golf Course Road, Gurgaon",77.0946989,28.4604087,1250,Indian Rupees(Rs.),Yes,No,No,No,3,3,Yellow,Good,106
Chicago Pizza,1,Faridabad,"Booth Number 135, Main Market, Sector 15, Faridabad",Sector 15,"Sector 15, Faridabad",77.3217184,28.3950296,600,Indian Rupees(Rs.),No,No,No,No,2,2,Orange,Average,35
Lets Eat Veg,1,New Delhi,"C-7/1, Mandir Marg, Lal Quarter Market, Krishna Nagar, New Delhi",Krishna Nagar,"Krishna Nagar, New Delhi",77.2820172,28.6594361,450,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
Circus,1,New Delhi,"D-14, 3rd Floor, South Extension 2, New Delhi",South Extension 2,"South Extension 2, New Delhi",77.2174773,28.5686642,1300,Indian Rupees(Rs.),Yes,Yes,No,No,3,4,Green,Very Good,489
Eastern Spice,1,Nashik,"Bon Vivant, Opposite Dongre Ground, College Road, Nashik","Bon Vivant, College Road","Bon Vivant, College Road, Nashik",73.770914,20.006756,800,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,140
Cafe Coffee Day,1,Noida,"SG-14-15, C-25, Stellar IT Park, Sector 62, Noida",Sector 62,"Sector 62, Noida",77.3625455,28.6127995,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,26
Tandoori Mystery,1,Noida,"B-4, Urbtech Matrix Tower, Sector 132, Noida",Sector 132,"Sector 132, Noida",77.37313192,28.51524439,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Chi Kitchen,1,Bhopal,"12-13, Food Court, DB City Mall, Maharana Pratap Nagar, Bhopal","DB City, Maharana Pratap Nagar","DB City, Maharana Pratap Nagar, Bhopal",0.0,0.0,1000,Indian Rupees(Rs.),No,No,No,No,3,4,Green,Very Good,103
Keventers,1,New Delhi,"Palate of Delhi, Dhaula Kuan Metro Station, Chanakyapuri, New Delhi","Palate of Delhi, Chanakyapuri","Palate of Delhi, Chanakyapuri, New Delhi",77.162132,28.5921448,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,2
The Hudson Cafe,1,New Delhi,"2524, 1st Floor, Hudson Lane, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2043172,28.6949468,850,Indian Rupees(Rs.),No,Yes,No,No,2,4,Green,Very Good,1537
Masala Library,1,New Delhi,"21 A, Janpath, New Delhi",Janpath,"Janpath, New Delhi",77.2186451,28.6182446,5000,Indian Rupees(Rs.),No,No,No,No,4,4,Dark Green,Excellent,408
The Chickmunks Cafï¿½ï¿½,1,Noida,"B-1/39 Central, Sector 50, Noida",Sector 50,"Sector 50, Noida",77.3623092,28.5706018,550,Indian Rupees(Rs.),No,Yes,Yes,No,2,3,Orange,Average,48
The Hog Spot,1,Surat,"G-5, Trinity Cygnuss, Udhna Magdalla Road, Vesu, Surat",Vesu,"Vesu, Surat",72.77805928,21.15275978,800,Indian Rupees(Rs.),No,No,No,No,3,3,Yellow,Good,87
Baskin Robbins,1,Gurgaon,"2-H, Commercial Complex, Opposite Ansal Celebrity Home, Palam Vihar, Gurgaon",Palam Vihar,"Palam Vihar, Gurgaon",77.0378999,28.5125527,300,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,14
Chicago Pizza,1,Noida,"Glued Reloaded, Dynamic House, Next to HP Petrol Pump, Sector 41, Noida",Sector 41,"Sector 41, Noida",77.3609306,28.5614537,600,Indian Rupees(Rs.),No,No,No,No,2,0,White,Not rated,1
Balaji Dhaba,1,New Delhi,"4, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1689617,28.5876911,300,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,11
Punjab Sweet House,1,Ranchi,"Main Road, Kanka, Ranchi",Kanka,"Kanka, Ranchi",85.32544722,23.35919444,200,Indian Rupees(Rs.),No,No,No,No,1,3,Yellow,Good,112
Jon's head Grill,1,New Delhi,"M-10, 1st Floor, M Block Market, Greater Kailash (GK) 1, New Delhi",Greater Kailash (GK) 1,"Greater Kailash (GK) 1, New Delhi",77.234992,28.5503422,1100,Indian Rupees(Rs.),No,Yes,No,No,3,3,Yellow,Good,105
Punjabi Pakwaan,1,Noida,"153, Ground Floor, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61","Supertech Shopprix Mall, Sector 61, Noida",77.364878,28.5971518,1200,Indian Rupees(Rs.),Yes,Yes,No,No,3,3,Orange,Average,120
Chilli Tadka Food Villa,1,New Delhi,"6/169, Farsh Bazar, Near Anaj Mandi Chowk, Shahdara, New Delhi",Shahdara,"Shahdara, New Delhi",77.29282122,28.66869015,300,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,3
Not Just Dilli,1,Noida,"Food Court, Logix City Centre, Sector 32, Near Sector 33, Noida",Sector 33,"Sector 33, Noida",77.3536634,28.5743086,450,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,15
Kulcha King,1,New Delhi,"Shop 144, Ring Road Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.1940263,28.5697787,200,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,168
Hot Pot,1,New Delhi,"Opposite NDMC, DLF Plaza, Main Market, Sarojini Nagar, New Delhi",Sarojini Nagar,"Sarojini Nagar, New Delhi",77.1954232,28.5762852,150,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,16
Crystal Restaurant,1,Amritsar,"Crystal Chowk, Queens Road, INA Colony, Amritsar",INA Colony,"INA Colony, Amritsar",74.875878,31.635658,800,Indian Rupees(Rs.),No,No,No,No,3,3,Orange,Average,122
Vadapav Junction & More,1,New Delhi,"Shop 4, Opposite Main Market, Malviya Nagar, New Delhi",Malviya Nagar,"Malviya Nagar, New Delhi",77.2122866,28.5369963,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,37
The Baking Fusion,1,New Delhi,"94-A, Arjun Nagar, Safdarjung Enclave, Safdarjung, New Delhi",Safdarjung,"Safdarjung, New Delhi",77.19857084,28.56069268,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,8
Kanha Cake O' Pastry,1,Noida,"Shop GF-17, Block B, Omaxe NRI City Center, Omega II, Greater Noida, Noida",Greater Noida,"Greater Noida, Noida",77.51136148,28.46341884,250,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
King Bar & Restaurant,1,New Delhi,"7/7, Desh Bandhu Gupta Road, Paharganj, New Delhi",Paharganj,"Paharganj, New Delhi",77.21226476,28.64533983,900,Indian Rupees(Rs.),Yes,No,No,No,2,3,Orange,Average,10
New Town Lounge - Park Plaza,1,Noida,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida, Noida",77.3503437,28.6039396,2000,Indian Rupees(Rs.),Yes,No,No,No,4,3,Orange,Average,32
Punjabi Tadka,1,New Delhi,"WZ-A1, Main Road, Opposite Pillor 659, Uttam Nagar, New Delhi",Uttam Nagar,"Uttam Nagar, New Delhi",77.0627386,28.6236426,500,Indian Rupees(Rs.),No,Yes,No,No,2,2,Orange,Average,11
Alfa Kathi Rolls,1,New Delhi,"Shop 8, Opposite HDFC ATM, Satyaniketan Market, Satyaniketan, New Delhi",Satyaniketan,"Satyaniketan, New Delhi",77.1687579,28.5875672,250,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,23
Best Biryani,1,New Delhi,"Shop 9, Mall Road, Metro Gate 2, Delhi University-GTB Nagar, New Delhi",Delhi University-GTB Nagar,"Delhi University-GTB Nagar, New Delhi",77.2076069,28.69846,400,Indian Rupees(Rs.),No,No,No,No,1,0,White,Not rated,0
Locavore,162,Pasig City,"Brixton Technology Center, 10 Brixton Street, Kapitolyo, Pasig City",Kapitolyo,"Kapitolyo, Pasig City",121.056532,14.572041,1100,Botswana Pula(P),Yes,No,No,No,3,4,Dark Green,Excellent,532
Adhikari Fast Food Corner,1,Noida,"Shop 3, Near Samvedana Hospital, Sector 48, Noida",Sector 48,"Sector 48, Noida",77.3678917,28.5572741,400,Indian Rupees(Rs.),No,No,No,No,1,2,Orange,Average,5
Chhole Bhature Corner,1,New Delhi,"HS 6/1, Kailash Colony Market, Kailash Colony, New Delhi",Kailash Colony,"Kailash Colony, New Delhi",77.2412786,28.5525536,150,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,21
SGF - Spice Grill Flame,1,New Delhi,"G-76, Ground Floor, Aggarwal Millenium, Tower 2, Netaji Subhash Place, New Delhi",Netaji Subhash Place,"Netaji Subhash Place, New Delhi",77.1494601,28.6934043,500,Indian Rupees(Rs.),No,Yes,No,No,2,3,Orange,Average,80
Opium Bar - Hotel City Park,1,New Delhi,"Hotel City Park, KP Block, Pitampura, New Delhi","Hotel City Park, Pitampura","Hotel City Park, Pitampura, New Delhi",77.1430501,28.7056604,2000,Indian Rupees(Rs.),Yes,No,No,No,4,2,Orange,Average,19
The Crust,1,New Delhi,"WA-116/A, Main Mother Dairy Road, Shakarpur, New Delhi",Shakarpur,"Shakarpur, New Delhi",77.2800303,28.6263724,500,Indian Rupees(Rs.),No,No,No,No,2,3,Orange,Average,16
The Lost Mughal,1,Gurgaon,"DT Mega Mall, Golf Course Road, A Block, Sector 53, DLF Phase 1, Gurgaon","DT Mega Mall, DLF Phase 1","DT Mega Mall, DLF Phase 1, Gurgaon",77.09335204,28.47565209,700,Indian Rupees(Rs.),No,Yes,No,No,2,3,Yellow,Good,43
Subs n Shakes,1,New Delhi,"6, BN Block Market, Vardhman Prime Plaza, Shalimar Bagh, New Delhi",Shalimar Bagh,"Shalimar Bagh, New Delhi",77.1624915,28.7063862,400,Indian Rupees(Rs.),No,No,No,No,1,3,Orange,Average,4
Rudy's Tacos,216,Waterloo,"2401 Falls Avenue, IA 50701",Waterloo,"Waterloo, Waterloo",-92.3772,42.499705,25,Dollar($),No,No,No,No,2,3,Yellow,Good,104
Catfish Charlie's,216,Dubuque,"1630 E 16th St, Dubuque, IA 52001",Dubuque,"Dubuque, Dubuque",-90.6499328,42.5124724,25,Dollar($),No,No,No,No,2,3,Orange,Average,40
Bhukkadzz Point,1,New Delhi,"C-131, Ganesh Nagar, Tilak Nagar, New Delhi",Tilak Nagar,"Tilak Nagar, New Delhi",77.0868116,28.6354821,300,Indian Rupees(Rs.),No,Yes,No,No,1,3,Orange,Average,7
Chaat Chowk,1,Gurgaon,"SF-44, 1st Floor, DLF Galleria Market, DLF Phase 4, Gurgaon","DLF Galleria, DLF Phase 4","DLF Galleria, DLF Phase 4, Gurgaon",77.0821234,28.4670558,350,Indian Rupees(Rs.),No,Yes,No,No,1,3,Yellow,Good,217
